艾萨克·牛顿	战争	0.8333333333
澳大利亚	印度教	0
电视	真理	1
YouTube	艺术	2.3333333333
歸屬感	狮	0.6666666667
英格兰	巧克力	1.8333333333
黄色	比尔·克林顿	0.6666666667
快樂	撒哈拉沙漠	0.3333333333
成吉思汗	Google	0.1666666667
南美洲	印度教	0.1666666667
猫	小鼠属	3.6666666667
啤酒	齐柏林飞船 (乐团)	2
电话	工具	3.6666666667
秋季	冬季	3.6666666667
狮	小鼠属	1
澳大利亚	麵包	1.1666666667
經驗	音乐	2.1666666667
夏季	尤利烏斯·凱撒	0.3333333333
体感	澳大利亚	0.8333333333
恐惧	黄色	0.5
英格兰	葡萄酒	2.1666666667
瑞士	DeviantART	0.1666666667
意大利	啤酒	1.6666666667
法国	麵包	4
爱尔兰岛	印度教	0
南极洲	佛教	0.5
猫	歸屬感	1.8333333333
DeviantART	查尔斯·达尔文	0.5
皇后乐队	乡村音乐	2.1666666667
艾萨克·牛顿	物理学	4
SOAP	DeviantART	1.1666666667
墨西哥	巴西	2.6666666667
報紙	恐惧	1.3333333333
早晨	座头鲸	0.3333333333
微软	蘋果公司	3.8333333333
宗教	民主	2.1666666667
淋浴	洪灾	1.3333333333
宇航员	火烈鸟	0.3333333333
鸠鸽科	Skype	0.6666666667
肉食性	虎	4
石油输出国组织	油	3.8333333333
玛丽·居里	数学	2.1666666667
愛	犬	2.5
白頭海鵰	秋季	1.3333333333
歸屬感	鹰	0.5
佛教	冬季	0
建筑	世纪	1.1666666667
法国	乾酪	3
哈佛大学	耶鲁大学	3.6666666667
澳大利亚	愛	0.5
成吉思汗	红色	0.6666666667
北美洲	佛教	1.1666666667
大熊猫	銀行	0
SOAP	歌剧	2.5
贝拉克·奥巴马	藍色	3
憤怒	黄色	0.6666666667
耶路撒冷	以色列	4
乔治·沃克·布什	战争	3
皇后乐队	Pop (音樂類型)	2.8333333333
Skype	艺术	0.1666666667
Facebook	乾酪	0
英格兰	啤酒	2.8333333333
南极洲	基督教	0.6666666667
印度教	春季	0
恐惧	藍色	0.3333333333
伽利略·伽利莱	銀行	0.5
愛	藍色	0.5
澳大利亚	巧克力	0.8333333333
道德	婚姻	2.1666666667
肉食性	哺乳动物	2.8333333333
夏季	秋季	3.3333333333
法国	葡萄酒	3.6666666667
摇滚乐	艾萨克·牛顿	0
玛丽·居里	物理学	2.8333333333
歸屬感	鸠鸽科	1
憤怒	藍色	0.5
乾酪	法国	3
ABBA	乡村音乐	1.5
阿尔伯特·爱因斯坦	化学	1.3333333333
快樂	红色	0.8333333333
猫	犬	3.5
橋	河流	3.8333333333
和平	犬	1.8333333333
阿拉斯加州	雨林	0.5
歸屬感	犬	2.5
男性	女性	4
俄罗斯	佛教	0.3333333333
冬季	夏季	3.3333333333
艾萨克·牛顿	数学	3.5
加拿大	早晨	0.8333333333
艾伦·图灵	阿提拉	1.3333333333
查尔斯·达尔文	物理学	1
多孔动物门	迈克尔·杰克逊	0.1666666667
意大利	麵包	3
愛	鸠鸽科	1.3333333333
愛	狮	0.3333333333
Twitter	艺术	0.3333333333
火烈鸟	宇航员	0
以色列	战争	3
贝拉克·奥巴马	红色	0.5
熊科	大熊猫	3.8333333333
恐惧	白頭海鵰	0.5
Twitter	夏季	0.1666666667
狮	手	0.1666666667
報紙	技术	1.5
Google	Facebook	2.8333333333
道德	堕胎	1.6666666667
建筑师	建筑	4
蘋果公司	Google	2.6666666667
化学	数学	3.1666666667
美國	匙	0.1666666667
惡	科学	0.5
冬季	春季	3.5
快樂	藍色	0.6666666667
贝拉克·奥巴马	基督教	1.8333333333
哲学	科学	2.8333333333
Flickr	艺术	3.1666666667
哺乳动物	虎	4
犬	建筑师	0
冬季	秋季	3.5
文学	Facebook	0.5
報紙	真理	1.8333333333
物理学	数学	3.8333333333
肉食性	肉食性	4
爱尔兰岛	葡萄酒	1.5
披頭四樂隊	建筑师	0.6666666667
中东	和平	2.1666666667
埃爾維斯·皮禮士利	乡村音乐	1.3333333333
加州神鷲	秘鲁	0
白頭海鵰	物理学	0.1666666667
披頭四樂隊	Pop (音樂類型)	4
查尔斯·达尔文	化学	0.6666666667
家族	企劃	1.3333333333
拿破仑一世	犹太教	0.1666666667
宗教	美国宪法	1.8333333333
快樂	綠色	1
巴西	啤酒	2.3333333333
Google	互联网	3.6666666667
迈克尔·杰克逊	Pop (音樂類型)	3.3333333333
萊昂哈德·歐拉	电视	1
英格兰	乾酪	1.6666666667
微软	Facebook	2.3333333333
虎	虎	4
玉米	磚	0
美國	巧克力	2.8333333333
綠色	小刀	0.5
艺术	恐惧	1
澳大利亚	乾酪	0.8333333333
建筑师	刚果民主共和国	0.3333333333
省长	面談	0.8333333333
魔兽世界	艺术	0.8333333333
和平	鸠鸽科	1.5
春季	夏季	3.5
ABBA	摇滚乐	2
伽利略·伽利莱	物理学	3.6666666667
布蘭妮·斯皮爾斯	印度尼西亚	0
齐柏林飞船 (乐团)	Pop (音樂類型)	2.3333333333
快樂	黄色	1.3333333333
惡	伦理学	3
Facebook	Google	2.6666666667
阿尔伯特·爱因斯坦	味觉	0.3333333333
战争	鸠鸽科	1.8333333333
战争	鹰	1.1666666667
亚西尔·阿拉法特	和平	2.5
南美洲	红色	0.5
爱尔兰岛	啤酒	2.3333333333
克里斯托弗·哥伦布	澳大利亚	0.3333333333
萊昂哈德·歐拉	数学	2.8333333333
DeviantART	艺术	4
法国	啤酒	1.5
联邦调查局	指紋	3.8333333333
葡萄酒	Flickr	0.1666666667
舞蹈	啤酒	1.8333333333
美國	葡萄酒	2.3333333333
秋季	春季	3.5
夏季	干旱	2.8333333333
白頭海鵰	巴西	0.3333333333
白頭海鵰	艺术	0.6666666667
黄色	愛	0.6666666667
贝拉克·奥巴马	经济衰退	3
南美洲	佛教	0.8333333333
悲傷	藍色	2.1666666667
化学	物理学	3.6666666667
互联网	真理	1.1666666667
基督教	民主	1.8333333333
貨幣	元 (貨幣)	3.6666666667
查尔斯·达尔文	数学	0.8333333333
萊昂哈德·歐拉	物理学	1.6666666667
耶鲁大学	哈佛大学	3.6666666667
伽利略·伽利莱	廚房	0
战争	狮	0.8333333333
加州神鷲	亚历山大大帝	0.6666666667
德国	乾酪	1.3333333333
蘋果公司	微软	4
